"item_id","course_id","unit_nm","item_content","item_choices","item_answer","item_explain","item_type_cd","item_diff_cd","file_path","ins_user_type_cd","ins_user_id","ins_dt","upd_user_id","upd_dt","del_yn"
ITEM-506808-f13387,"506808",cpp_02_기본입문,"﻿포인터의 const 속성을 제거하기 위해 사용되는, 매우 신중하게 사용해야 할 캐스팅 연산자는?","{""1"":""﻿static_cast"",""2"":""﻿const_cast"",""3"":""﻿dynamic_cast"",""4"":""﻿reinterpret_cast""}","2","",MC,H,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:29:42.204,N
ITEM-506808-7c1196,"506808",cpp_02_기본입문,﻿변수를 const 키워드로 선언했을 때의 가장 핵심적인 역할은?,"{""1"":""﻿변수의 타입을 자동으로 추론해준다."",""2"":""﻿변수를 선언과 동시에 초기화할 수 게 만든다."",""3"":""﻿변수를 오직 정수형으로만 사용하게 강제한다."",""4"":""﻿변수를 상수처럼 만들어 값을 변경할 수 없게 한다.""}","4","",MC,M,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:23:22.371,N
ITEM-506808-ef05c0,"506808",cpp_02_기본입문,"﻿다음 구조화된 바인딩 코드의 실행 결과는?

#include <iostream>
#include <string>

struct Book { std::string title; int price; };

int main() {
    Book b = {""C++"", 30000};
    auto [t, p] = b;
    std::cout << t;
    return 0;
}","{""1"":""C++"",""2"":""﻿30000"",""3"":""b"",""4"":""﻿컴파일 오류가 발생한다.""}","1","",MC,H,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:32:23.941,N
ITEM-506808-66f9ac,"506808",cpp_02_기본입문,﻿new 키워드를 사용하여 동적으로 할당된 메모리가 저장되는 공간은?,"{""1"":""﻿데이터(Data) 영역"",""2"":""﻿스택(Stack) 영역"",""3"":""﻿힙(Heap) 영역"",""4"":""﻿코드(Code) 영역""}","3",new 키워드로 할당하는 동적 메모리는 힙(Heap) 영역에 생성됩니다.,MC,M,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:33:13.938,N
ITEM-506808-7a04d3,"506808",cpp_02_기본입문,"﻿std::vector를 사용한 다음 코드의 실행 결과는?

#include <iostream>
#include <vector>

int main() {
    std::vector<int> vec;
    vec.push_back(5);
    vec.push_back(10);
    std::cout << vec.size();
    return 0;
}","{""1"":""5"",""2"":""10"",""3"":""2"",""4"":""15""}","3","",MC,H,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:35:17.219,N
ITEM-506808-ccf567,"506808",cpp_02_기본입문,"﻿std::array를 사용한 다음 코드의 실행 결과는?

﻿#include <iostream>
#include <array>

int main() {
    std::array<int, 3> arr = {100, 200, 300};
    std::cout << arr[1];
    return 0;
}","{""1"":""100"",""2"":""200"",""3"":""300"",""4"":""1""}","2","",MC,M,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:35:22.947,N
ITEM-506808-61b6dc,"506808",cpp_02_기본입문,"﻿C++ 표준 입출력(cout, cin)을 사용하기 위해 반드시 포함해야 하는 헤더 파일은?","{""1"":""﻿<string>"",""2"":""﻿<iostream>"",""3"":""﻿<stdio.h>"",""4"":""﻿<vector>""}","2","",MC,E,,LLM,"20994",2025-09-02 04:33:25.412,"21738",2025-09-02 14:46:27.463,N
ITEM-506808-6187ba,"506808",cpp_02_기본입문,"﻿std::vector<int> numbers가 있을 때, 이 벡터의 모든 요소를 순회하는 범위 기반 for문의 올바른 문법은?","{""1"":""﻿for (int num in numbers)"",""2"":""﻿for (int num : numbers)"",""3"":""﻿for (int num of numbers)"",""4"":""﻿for (numbers : int num)""}","2","",MC,M,,LLM,"20994",2025-09-02 05:05:40.773,"21738",2025-09-02 14:49:47.244,N
ITEM-506808-6a68a3,"506808",cpp_02_기본입문,"﻿다음 코드의 실행 결과는?

#include <iostream>
#include <initializer_list>

void printSum(std::initializer_list<int> list) {
    int sum = 0;
    for (int i : list) { sum += i; }
    std::cout << sum;
}

int main() {
    printSum({1, 2, 3});
    return 0;
}","{""1"":""123"",""2"":""3"",""3"":""6"",""4"":""﻿컴파일 오류가 발생한다.""}","3",{}로 묶인 값들의 합계를 계산하므로 1+2+3의 결과는 6입니다.,MC,H,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-02 14:37:17.856,N
ITEM-506808-39b147,"506808",cpp_03_문자열과참조,참조 변수의 참조 관계를 변경할 수 있나요?,"{""1"":""언제든지 변경 가능"",""2"":""한 번만 변경 가능"",""3"":""변경 불가능"",""4"":""컴파일러에 따라 다름""}","3",참조 변수는 초기화된 후에는 참조 관계를 변경할 수 없습니다. 이는 참조 변수의 특성상 하나의 대상만을 지속적으로 가리키기 때문입니다.,MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:34.619,Y
ITEM-506808-26eadb,"506808",cpp_03_문자열과참조,C++에서 문자열을 처리할 때 권장되는 클래스는 무엇인가요?,"{""1"":""char 배열"",""2"":""string 클래스"",""3"":""vector 클래스"",""4"":""array 클래스""}","2","C++에서는 string 클래스를 사용하여 문자열을 처리하는 것이 권장됩니다. 이는 문자열 크기에 따른 제약이 없고, 다양한 함수와 연산자를 통해 문자열을 쉽게 조작할 수 있기 때문입니다.",MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:26.093,Y
ITEM-506808-b62c4b,"506808",cpp_03_문자열과참조,C++에서 참조와 포인터의 차이점은 무엇인가요?,"{""1"":""참조는 항상 초기화해야 한다"",""2"":""포인터는 초기화할 필요가 없다"",""3"":""참조는 NULL 값을 가질 수 있다"",""4"":""포인터는 별칭 역할을 한다""}","1","참조는 선언 시 반드시 초기화되어야 하며, 이는 참조가 항상 유효한 대상을 가리키도록 보장하기 위한 것입니다.",MC,H,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:27.894,Y
ITEM-506808-eccd0f,"506808",cpp_03_문자열과참조,C++에서 string 객체를 복사할 때 사용하는 연산자는 무엇인가요?,"{""1"":""="",""2"":""*"",""3"":""&"",""4"":""+""}","1",string 객체는 '=' 연산자를 사용하여 복사할 수 있습니다. 이는 객체의 값을 다른 객체에 복사하는 역할을 합니다.,MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:29.758,Y
ITEM-506808-15ffa7,"506808",cpp_03_문자열과참조,C++에서 참조를 사용한 함수 호출의 장점은 무엇인가요?,"{""1"":""메모리 사용량 증가"",""2"":""값 복사 필요 없음"",""3"":""코드 가독성 감소"",""4"":""컴파일 시간 단축""}","2","참조를 사용한 함수 호출은 값 복사를 피할 수 있어, 메모리 사용량을 줄이고 성능을 향상시킬 수 있다는 장점이 있습니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:32.769,Y
ITEM-506808-4d1d88,"506808",cpp_03_문자열과참조,C++에서 산술 연산자가 아닌 것은?,"{""1"":""+"",""2"":""-"",""3"":""&&"",""4"":""*""}","3","&&는 논리 연산자입니다. 산술 연산자는 +, -, *, / 등이 있습니다.",MC,E,,LLM,"20994",2025-09-02 05:05:40.773,"20994",2025-09-03 13:05:16.696,Y
ITEM-506808-64abaa,"506808",cpp_03_문자열과참조,문자열을 입력받을 때 공백을 포함하여 읽을 수 있는 함수는 무엇인가요?,"{""1"":""cin"",""2"":""scanf"",""3"":""getline"",""4"":""fgets""}","3",getline 함수는 공백을 포함한 입력을 처리할 수 있는 함수입니다. 일반적인 cin은 공백을 기준으로 입력을 분할합니다.,MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:05:36.740,Y
ITEM-506808-f025db,"506808",cpp_03_문자열과참조,다음 중 C++에서 문자열의 끝을 나타내는 문자는 무엇인가요?,"{""1"":""\\0"",""2"":""\\n"",""3"":""\\t"",""4"":""\\b""}","1",C 스타일의 문자열은 '\0'로 끝나야 합니다. 이는 문자열의 끝을 나타내는 널(null) 문자입니다.,MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:06:47.979,Y
ITEM-506808-2781d7,"506808",cpp_03_문자열과참조,string 클래스 객체를 생성할 때 사용하는 헤더 파일은 무엇인가요?,"{""1"":""<iostream>"",""2"":""<vector>"",""3"":""<string>"",""4"":""<array>""}","3","string 클래스는 <string> 헤더 파일에 선언되어 있으며, 이 헤더 파일을 포함시켜야 string 클래스를 사용할 수 있습니다.",MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:17.780,Y
ITEM-506808-d6fa3c,"506808",cpp_03_문자열과참조,C++에서 참조 변수는 어떻게 선언하나요?,"{""1"":""int& ref;"",""2"":""int ref&;"",""3"":""int ref*;"",""4"":""int&* ref;""}","1","참조 변수는 자료형 뒤에 '&'를 붙여 선언합니다. 예를 들어, 'int& ref;'는 int형 참조 변수를 선언하는 방법입니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:13.054,Y
ITEM-506808-97538d,"506808",cpp_03_문자열과참조,C++에서 참조를 반환할 수 있는 함수의 예시는 무엇인가요?,"{""1"":""void 함수"",""2"":""int 함수"",""3"":""char& 함수"",""4"":""double* 함수""}","3","C++에서는 참조 타입을 반환할 수 있으며, 이는 'char& 함수'와 같이 선언합니다. 함수가 참조를 반환하면, 해당 참조는 함수 내에서 반환되는 변수의 메모리 공간을 가리킵니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:23.672,Y
ITEM-506808-8973eb,"506808",cpp_03_문자열과참조,C++에서 string 객체의 동적 생성을 위해 필요한 것은 무엇인가요?,"{""1"":""포인터"",""2"":""레퍼런스"",""3"":""new 연산자"",""4"":""delete 연산자""}","3",string 객체를 동적으로 생성하기 위해서는 new 연산자를 사용합니다. 이는 객체가 힙(heap)에 생성되어 생명 주기가 프로그램의 종료까지 유지되도록 합니다.,MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:28.436,Y
ITEM-506808-8f7b25,"506808",cpp_03_문자열과참조,getline() 함수는 C++에서 어떤 목적으로 사용되나요?,"{""1"":""정수 입력"",""2"":""문자열 입력"",""3"":""파일 읽기"",""4"":""파일 쓰기""}","2",getline() 함수는 문자열을 입력받기 위해 사용됩니다. 이는 공백을 포함한 문자열 입력을 처리할 수 있습니다.,MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:37.446,Y
ITEM-506808-3d822b,"506808",cpp_03_문자열과참조,string 클래스에서 제공되는 멤버 함수가 아닌 것은 무엇인가요?,"{""1"":""length()"",""2"":""append()"",""3"":""substr()"",""4"":""malloc()""}","4","malloc() 함수는 C 언어에서 동적 메모리를 할당하기 위해 사용되는 함수로, string 클래스의 멤버 함수가 아닙니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:42.173,Y
ITEM-506808-bd6167,"506808",cpp_03_문자열과참조,"참조 변수를 사용할 때, 새로운 메모리 공간이 할당되나요?","{""1"":""항상 할당된다"",""2"":""할당되지 않는다"",""3"":""조건부로 할당된다"",""4"":""컴파일러에 따라 다르다""}","2","참조 변수는 기존의 변수에 대한 별칭을 제공하며, 새로운 메모리 공간을 할당하지 않습니다. 참조 변수는 원본 변수의 메모리 공간을 공유합니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:07:48.609,Y
ITEM-506808-af11d3,"506808",cpp_03_문자열과참조,다음 중 C++에서 string 객체의 초기화를 올바르게 수행한 것은 무엇인가요?,"{""1"":""string name = 'Hallym';"",""2"":""string name = \""Hallym\"";"",""3"":""string name = Hallym;"",""4"":""string name = (Hallym);""}","2","string 객체는 큰따옴표("")를 사용하여 초기화해야 합니다. 작은따옴표('')는 문자 하나를 나타낼 때 사용됩니다.",MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:08:07.079,Y
ITEM-506808-13a4c3,"506808",cpp_03_문자열과참조,C++에서 참조 변수 선언 시 반드시 필요한 것은 무엇인가요?,"{""1"":""초기화"",""2"":""함수 호출"",""3"":""포인터"",""4"":""배열""}","1",참조 변수는 선언과 동시에 반드시 초기화해야 합니다. 초기화는 참조할 기존의 변수나 객체를 명시해주는 과정입니다.,MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:08:16.603,Y
ITEM-506808-2cdd13,"506808",cpp_03_문자열과참조,string_view 클래스는 어떤 버전의 C++에서 도입되었나요?,"{""1"":""C++98"",""2"":""C++03"",""3"":""C++11"",""4"":""C++17""}","4",string_view 클래스는 C++17에서 도입되었습니다. 이는 기존의 string과 달리 문자열의 부분을 가리키는 가벼운 객체로 사용됩니다.,MC,H,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:08:21.411,Y
ITEM-506808-22dcee,"506808",cpp_03_문자열과참조,C++에서 문자열의 크기에 제약이 없는 이유는 무엇인가요?,"{""1"":""컴파일러의 최적화"",""2"":""string 클래스의 내부 버퍼 조절 기능"",""3"":""메모리 관리 기법"",""4"":""포인터 사용""}","2","string 클래스는 문자열의 크기에 맞게 내부 버퍼를 자동으로 조절하는 기능이 있어, 문자열의 크기에 제약이 없습니다.",MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:08:25.347,Y
ITEM_506808_e8a9b4,"506808",cpp_03_문자열과참조,참조 변수 선언 시 자료형 뒤에 붙는 기호는 ( )이다.,"",&,"포인터는 int *p; 형태, 참조는 int &ref = 변수; 형태로 선언한다.",BLK,E,"",PROF,"21738",2025-09-29 17:20:29.589,,,N
ITEM-506808-0b7676,"506808",cpp_03_문자열과참조,C++에서 참조자는 어떤 기호를 사용하여 선언하나요?,"{""1"":""*"",""2"":""&"",""3"":""#"",""4"":""%""}","2","참조자는 '&' 기호를 사용하여 선언합니다. 이는 참조(reference)로, 기존 변수의 별칭을 만들어 줍니다.",MC,E,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:08:31.046,Y
ITEM-506808-078b94,"506808",cpp_03_문자열과참조,다음 중 string 객체의 크기를 반환하는 멤버 함수는 무엇인가요?,"{""1"":""size()"",""2"":""length()"",""3"":""capacity()"",""4"":""both size() and length()""}","4",string 클래스에서는 size()와 length() 모두 문자열의 크기를 반환하는 데 사용됩니다. 두 함수는 동일한 역할을 합니다.,MC,M,,LLM,"20994",2025-09-03 04:02:07.331,"20994",2025-09-03 13:06:41.150,Y
ITEM-506808-90cbff,"506808",cpp_03_문자열과참조,C++에서 문자열은 항상 null 문자로 끝나야 한다.,"",X,"C++의 string 클래스는 null 문자로 끝날 필요가 없으며, 문자열의 크기는 자체적으로 관리된다.",OX,E,,LLM,"21738",2025-09-29 08:13:18.364,,,N
ITEM-506808-5abfdf,"506808",cpp_03_문자열과참조,"참조 변수는 다른 변수의 별명으로, 초기화 이후 다른 변수를 참조할 수 없다.","",O,"참조 변수는 초기화 시 다른 변수를 참조하게 되며, 이후에는 참조 대상을 변경할 수 없다.",OX,M,,LLM,"21738",2025-09-29 08:13:18.364,,,N
ITEM-506808-5b6433,"506808",cpp_03_문자열과참조,C++에서 문자열을 연결할 때 + 연산자를 사용할 수 있다.,"",O,C++의 string 클래스는 + 연산자를 오버로딩하여 문자열을 쉽게 연결할 수 있게 해준다.,OX,E,,LLM,"21738",2025-09-29 08:13:18.364,,,N
ITEM-506808-266c71,"506808",cpp_03_문자열과참조,C++에서는 복사없는 문자열을 다루기 위해 string_view 클래스를 사용할 수 있다.,"",O,"string_view는 C++17부터 도입된 클래스로, 문자열을 복사하지 않고도 문자열을 처리할 수 있게 해준다.",OX,M,,LLM,"21738",2025-09-29 08:13:18.364,,,N
ITEM-506808-90e7f8,"506808",cpp_03_문자열과참조,C++에서는 C 스타일의 문자열을 사용할 때 <cstring> 라이브러리를 활용해야 한다.,"",O,C 스타일의 문자열은 <cstring> 라이브러리에 있는 함수를 사용하여 처리할 수 있다.,OX,E,,LLM,"21738",2025-09-29 08:13:18.364,,,N
ITEM_506808_4a02f0,"506808",cpp_03_문자열과참조,(     ) 변수는 이름만 생기고 새로운 공간은 할당되지 않는다.,"",참,참조는 원본 변수를 가리키는 또 다른 이름(alias)일 뿐이다. 별도의 메모리 공간을 만들지 않는다.,BLK,E,"",PROF,"21738",2025-09-29 17:20:29.589,,,N
ITEM_506808_612019,"506808",cpp_03_문자열과참조,참조 변수는 선언 시 반드시 (  )로 초기화해야 한다.,"",원본 변수,"참조 변수는 반드시 초기화가 필요하며, 이후 참조 대상을 변경할 수 없다.",BLK,E,"",PROF,"21738",2025-09-29 17:20:29.589,,,N
ITEM-506808-10a2f1,"506808",cpp_04_클래스와객체,"다음 Circle 객체 생성 코드 중, 함수의 원형으로 잘못 해석될 수 있는 코드는?\nclass Circle { public: Circle(){} };\n\n","{""1"":""Circle c1;"",""2"":""Circle c2 = Circle();"",""3"":""Circle c3{};"",""4"":""Circle c4()""}","4",`Circle c4();`는 “객체”가 아니라 “함수 선언”으로 파싱될 수 있는 유명한 모호성(가장 탐욕스러운 파싱) 사례입니다.,MC,M,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-6b3d90,"506808",cpp_04_클래스와객체,"class 키워드로 클래스를 정의할 때, 접근 지정자를 생략하면 멤버의 기본 접근 권한은?","{""1"":""public"",""2"":""private"",""3"":""protected"",""4"":""default""}","2","`class`는 기본이 private, `struct`는 기본이 public 입니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-9a2c5e,"506808",cpp_04_클래스와객체,다음 코드에서 컴파일 오류가 발생하는 라인은?\n\nclass MyClass {\n    int num;\npublic:\n    MyClass() { num = 0; }\n};\n\nint main() {\n    MyClass obj;\n    obj.num = 10;\n    return 0;\n}\n,"{""1"":""int num;"",""2"":""MyClass() { num = 0; }"",""3"":""MyClass obj;"",""4"":""obj.num = 10;""}","4",멤버 변수 num이 private이므로 클래스 외부인 main 함수에서 직접 접근할 수 없습니다.,MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-2e8f37,"506808",cpp_04_클래스와객체,클래스의 생성자(Constructor)에 대한 설명으로 올바른 것은?,"{""1"":""리턴 타입을 반드시 void 로 선언해야 한다"",""2"":""클래스 이름과 동일한 이름을 가져야 한다"",""3"":""매개변수를 가질 수 없다"",""4"":""프로그래머가 직접 호출해야 한다""}","2","생성자는 반환형을 쓰지 않으며, 클래스명과 동일해야 합니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-5f10b4,"506808",cpp_04_클래스와객체,다음 코드에서 컴파일 오류가 발생하는 이유는?\n\nclass Point {\npublic:\n    Point(int x) { /* ... */ }\n};\n\nint main() {\n    Point p;\n    return 0;\n}\n,"{""1"":""Point 클래스에 소멸자가 없기 때문에"",""2"":""매개변수가 있는 생성자가 선언되어, 컴파일러가 기본 생성자를 자동으로 만들지 않기 때문에"",""3"":""p 객체가 const 가 아니기 때문에"",""4"":""main 함수에서는 객체를 생성할 수 없기 때문에""}","2",사용자가 생성자를 하나라도 만들면 컴파일러는 매개변수 없는 기본 생성자를 자동으로 만들지 않습니다.,MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-7e2c91,"506808",cpp_04_클래스와객체,다음 코드의 실행 결과는?\n\nclass Mem {\n    int a = 10;\npublic:\n    void print() { cout << a; }\n};\n\nint main() {\n    Mem m;\n    m.print();\n    return 0;\n}\n,"{""1"":""0"",""2"":""10"",""3"":""알 수 없는 값"",""4"":""컴파일 오류가 발생한다""}","2",멤버 `a`는 10으로 초기화되어 `print()`가 10을 출력합니다.,MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-0c5db2,"506808",cpp_04_클래스와객체,"다음 코드의 실행 결과는?\n\nclass Point {\n    int x, y;\npublic:\n    Point() : x(10), y(20) {}\n    int getX() { return x; }\n};\n\nint main() {\n    Point p;\n    cout << p.getX();\n    return 0;\n}\n","{""1"":""0"",""2"":""10"",""3"":""20"",""4"":""컴파일 오류가 발생한다""}","2","생성자 초기화 리스트로 x=10, y=20이 설정됩니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-3a4e6f,"506808",cpp_04_클래스와객체,다음 중 클래스의 멤버 변수를 초기화하는 방법으로 틀린 것은?,"{""1"":""생성자 함수 몸체 안에서 대입"",""2"":""생성자 초기화 리스트 사용"",""3"":""클래스 선언부에서 직접 초기화"",""4"":""소멸자 안에서 대입""}","4",소멸자는 파괴 단계이므로 “초기화”와 무관합니다.,MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-4f9c12,"506808",cpp_04_클래스와객체,"다음 코드의 실행 결과는?\n\nclass Box {\n    int width;\npublic:\n    Box(int w) : width(w) { cout << ""W:"" << width; }\n    Box() : Box(10) { cout << "" D""; }\n};\n\nint main() {\n    Box b;\n    return 0;\n}\n","{""1"":""D"",""2"":""W:10"",""3"":""W:10 D"",""4"":""D W:10""}","3","기본 생성자가 먼저 `Box(10)` 생성자에게 생성을 위임하여 ""W:10""이 출력되고, 그 후에 기본 생성자의 몸체가 실행되어 "" D""가 출력됩니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-1de4a7,"506808",cpp_04_클래스와객체,Sample 클래스의 소멸자(Destructor)를 올바르게 선언한 것은?,"{""1"":""void ~Sample();"",""2"":""~Sample();"",""3"":""delete ~Sample();"",""4"":""~Sample(void);""}","2","소멸자는 반환형이 없고, 이름 앞에 `~`만 붙입니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
ITEM-506808-8b6a51,"506808",cpp_04_클래스와객체,"다음 코드의 실행 결과는? (생성/소멸 순서)\n\nclass Simple {\npublic:\n    Simple() { cout << ""C""; }\n    ~Simple() { cout << ""D""; }\n};\n\nint main() {\n    Simple s1;\n    Simple s2;\n    return 0;\n}\n","{""1"":""CDCD"",""2"":""CCDD"",""3"":""CCCD"",""4"":""CDDC""}","2","객체는 선언된 순서(s1, s2)대로 생성되고(C), 소멸(D)은 생성의 역순(s2, s1)으로 일어납니다.",MC,E,cpp_04_클래스와객체_quiz_sol.pdf,MANU,adm,2025-09-29 17:37:44.203,,,N
